	0-000014080
回去吧	002783881-002803033	[["回去", ["[hui2 qu5] to return / to go back"]], ["吧", ["[ba1] bar (serving drinks, or providing internet access etc) / to puff (on a pipe etc) / onomat. bang", "[ba5] (modal particle indicating suggestion or surmise) / ...right? / ...OK? / ...I presume."]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["回", ["[hui2] to circle / to go back / to turn around / to answer / to return / to revolve / Hui ethnic group (Chinese Muslims) / time / classifier for acts of a play / section or chapter (of a classic book)", "[hui2] to curve / to return / to revolve"]], ["去", ["[qu4] to go / to go to (a place) / to cause to go or send (sb) / to remove / to get rid of / (when used either before or after a verb) to go in order to do sth / to be apart from in space or time / (after a verb of motion indicates movement away from the speaker) / (used after certain verbs to indicate detachment or separation) / (of a time or an event etc) just passed or elapsed"]]]
欠嫂，今儿玩的可高兴了	002803033-002804802	[["欠", ["[qian4] deficient / to owe / to lack / yawn"]], ["嫂", ["[sao3] older brother's wife / sister-in-law"]], ["今儿", ["[jin1 r5] today"]], ["玩", ["[wan2] toy / sth used for amusement / curio or antique (Taiwan pr. [wan4]) / to play / to have fun / to trifle with / to keep sth for entertainment"]], ["的", ["[de5] of / ~'s (possessive particle) / (used after an attribute) / (used to form a nominal expression) / (used at the end of a declarative sentence for emphasis)", "[di2] really and truly", "[di4] aim / clear"]], ["可", ["[ke3] can / may / able to / to approve / to permit / to suit / (particle used for emphasis) certainly / very", "[ke4] see 可汗[ke4 han2]"]], ["高兴", ["[gao1 xing4] happy / glad / willing (to do sth) / in a cheerful mood"]], ["了", ["[le5] (modal particle intensifying preceding clause) / (completed action marker)", "[liao3] to finish / to achieve / to understand", "[liao3] (of eyes) bright / clear-sighted / to understand clearly"]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["今", ["[jin1] today / modern / present / current / this / now"]], ["儿", ["[er2] son", "[r5] non-syllabic diminutive suffix / retroflex final"]], ["高", ["[Gao1] surname Gao", "[gao1] high / tall / above average / loud / your (honorific)"]], ["兴", ["[Xing1] surname Xing", "[xing1] to rise / to flourish / to become popular / to start / to encourage / to get up / (often used in the negative) to permit or allow (topolect) / maybe (topolect)", "[xing4] feeling or desire to do sth / interest in sth / excitement"]]]
一身都是汗	002804802-002806036	[["一身", ["[yi1 shen1] whole body / from head to toe / single person / a suit of clothes"]], ["都", ["[Du1] surname Du", "[dou1] all / both / entirely / (used for emphasis) even / already / (not) at all", "[du1] capital city / metropolis"]], ["是", ["[shi4] is / are / am / yes / to be"]], ["汗", ["[han2] see 可汗[ke4 han2], 汗國|汗国[han2 guo2]", "[han4] perspiration / sweat / CL:滴[di1],頭|头[tou2],身[shen1] / to be speechless (out of helplessness, embarrassment etc) (Internet slang used as an interjection)"]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["一", ["[yi1] one / 1 / single / a (article) / as soon as / entire / whole / all / throughout / \"one\" radical in Chinese characters (Kangxi radical 1)"]], ["身", ["[shen1] body / life / oneself / personally / one's morality and conduct / the main part of a structure or body / pregnant / classifier for sets of clothes: suit, twinset / Kangxi radical 158"]]]
是吗7曰见了，章大哥	002806036-002809540	[["是", ["[shi4] is / are / am / yes / to be"]], ["吗", ["[ma3] see 嗎啡|吗啡, morphine", "[ma5] (question tag)"]], ["曰", ["[yue1] to speak / to say"]], ["见", ["[jian4] to see / to meet / to appear (to be sth) / to interview", "[xian4] to appear"]], ["了", ["[le5] (modal particle intensifying preceding clause) / (completed action marker)", "[liao3] to finish / to achieve / to understand", "[liao3] (of eyes) bright / clear-sighted / to understand clearly"]], ["章", ["[Zhang1] surname Zhang", "[zhang1] chapter / section / clause / movement (of symphony) / seal / badge / regulation / order"]], ["大哥", ["[da4 ge1] eldest brother"]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["大", ["[da4] big / huge / large / major / great / wide / deep / oldest / eldest", "[dai4] see 大夫[dai4 fu5]"]], ["哥", ["[ge1] elder brother"]]]
是吗7曰见了，章大哥	002809540-002825823	[["是", ["[shi4] is / are / am / yes / to be"]], ["吗", ["[ma3] see 嗎啡|吗啡, morphine", "[ma5] (question tag)"]], ["曰", ["[yue1] to speak / to say"]], ["见", ["[jian4] to see / to meet / to appear (to be sth) / to interview", "[xian4] to appear"]], ["了", ["[le5] (modal particle intensifying preceding clause) / (completed action marker)", "[liao3] to finish / to achieve / to understand", "[liao3] (of eyes) bright / clear-sighted / to understand clearly"]], ["章", ["[Zhang1] surname Zhang", "[zhang1] chapter / section / clause / movement (of symphony) / seal / badge / regulation / order"]], ["大哥", ["[da4 ge1] eldest brother"]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["大", ["[da4] big / huge / large / major / great / wide / deep / oldest / eldest", "[dai4] see 大夫[dai4 fu5]"]], ["哥", ["[ge1] elder brother"]]]
没出门啊7	002825823-002828525	[["没", ["[mei2] (negative prefix for verbs) / have not / not", "[mo4] drowned / to end / to die / to inundate"]], ["出门", ["[chu1 men2] to go on a journey / away from home / exit door / to go out of the door"]], ["啊", ["[a1] interjection of surprise / Ah! / Oh!", "[a2] interjection expressing doubt or requiring answer / Eh? / what? / to show realization / to stress", "[a3] interjection of surprise or doubt / Eh? / My! / what's up?", "[a4] interjection or grunt of agreement / uhm / Ah, OK / expression of recognition / Oh, it's you!", "[a5] modal particle ending sentence, showing affirmation, approval, or consent"]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["出", ["[chu1] to go out / to come out / to occur / to produce / to go beyond / to rise / to put forth / to happen / classifier for dramas, plays, operas etc"]], ["门", ["[Men2] surname Men", "[men2] gate / door / CL:扇[shan4] / gateway / doorway / CL:個|个[ge4] / opening / valve / switch / way to do something / knack / family / house / (religious) sect / school (of thought) / class / category / phylum or division (taxonomy) / classifier for large guns / classifier for lessons, subjects, branches of technology"]]]
没地方去	002828525-002832563	[["没", ["[mei2] (negative prefix for verbs) / have not / not", "[mo4] drowned / to end / to die / to inundate"]], ["地方", ["[di4 fang1] region / regional (away from the central administration) / local", "[di4 fang5] area / place / space / room / territory / CL:處|处[chu4],個|个[ge4],塊|块[kuai4]"]], ["去", ["[qu4] to go / to go to (a place) / to cause to go or send (sb) / to remove / to get rid of / (when used either before or after a verb) to go in order to do sth / to be apart from in space or time / (after a verb of motion indicates movement away from the speaker) / (used after certain verbs to indicate detachment or separation) / (of a time or an event etc) just passed or elapsed"]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["地", ["[de5] -ly / structural particle: used before a verb or adjective, linking it to preceding modifying adverbial adjunct", "[di4] earth / ground / field / place / land / CL:片[pian4]"]], ["方", ["[Fang1] surname Fang", "[fang1] square / power or involution (mathematics) / upright / honest / fair and square / direction / side / party (to a contract, dispute etc) / place / method / prescription (medicine) / just when / only or just / classifier for square things / abbr. for square or cubic meter"]]]
有点生气吗7没有	002832563-002837367	[["有点", ["[you3 dian3] a little"]], ["生气", ["[sheng1 qi4] to get angry / to take offense / angry / vitality / liveliness"]], ["吗", ["[ma3] see 嗎啡|吗啡, morphine", "[ma5] (question tag)"]], ["没有", ["[mei2 you3] haven't / hasn't / doesn't exist / to not have / to not be"]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["有", ["[you3] to have / there is / there are / to exist / to be"]], ["点", ["[dian3] point / dot / drop / speck / o'clock / point (in space or time) / to draw a dot / to check on a list / to choose / to order (food in a restaurant) / to touch briefly / to hint / to light / to ignite / to pour a liquid drop by drop / (old) one fifth of a two-hour watch 更[geng1] / dot stroke in Chinese characters / classifier for items"]], ["生", ["[sheng1] to be born / to give birth / life / to grow / raw, uncooked"]], ["气", ["[qi4] gas / air / smell / weather / to make angry / to annoy / to get angry / vital energy / qi"]], ["没", ["[mei2] (negative prefix for verbs) / have not / not", "[mo4] drowned / to end / to die / to inundate"]]]
有点生气吗7没有	002837367-002844741	[["有点", ["[you3 dian3] a little"]], ["生气", ["[sheng1 qi4] to get angry / to take offense / angry / vitality / liveliness"]], ["吗", ["[ma3] see 嗎啡|吗啡, morphine", "[ma5] (question tag)"]], ["没有", ["[mei2 you3] haven't / hasn't / doesn't exist / to not have / to not be"]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["有", ["[you3] to have / there is / there are / to exist / to be"]], ["点", ["[dian3] point / dot / drop / speck / o'clock / point (in space or time) / to draw a dot / to check on a list / to choose / to order (food in a restaurant) / to touch briefly / to hint / to light / to ignite / to pour a liquid drop by drop / (old) one fifth of a two-hour watch 更[geng1] / dot stroke in Chinese characters / classifier for items"]], ["生", ["[sheng1] to be born / to give birth / life / to grow / raw, uncooked"]], ["气", ["[qi4] gas / air / smell / weather / to make angry / to annoy / to get angry / vital energy / qi"]], ["没", ["[mei2] (negative prefix for verbs) / have not / not", "[mo4] drowned / to end / to die / to inundate"]]]
我们谈谈吧	002844741-002847978	[["我们", ["[wo3 men5] we / us / ourselves / our"]], ["谈谈", ["[tan2 tan2] to discuss / to have a chat"]], ["吧", ["[ba1] bar (serving drinks, or providing internet access etc) / to puff (on a pipe etc) / onomat. bang", "[ba5] (modal particle indicating suggestion or surmise) / ...right? / ...OK? / ...I presume."]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["我", ["[wo3] I / me / my"]], ["们", ["[men5] plural marker for pronouns, and nouns referring to individuals"]], ["谈", ["[Tan2] surname Tan", "[tan2] to speak / to talk / to converse / to chat / to discuss"]]]
我们谈谈吧	002847978-002850747	[["我们", ["[wo3 men5] we / us / ourselves / our"]], ["谈谈", ["[tan2 tan2] to discuss / to have a chat"]], ["吧", ["[ba1] bar (serving drinks, or providing internet access etc) / to puff (on a pipe etc) / onomat. bang", "[ba5] (modal particle indicating suggestion or surmise) / ...right? / ...OK? / ...I presume."]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["我", ["[wo3] I / me / my"]], ["们", ["[men5] plural marker for pronouns, and nouns referring to individuals"]], ["谈", ["[Tan2] surname Tan", "[tan2] to speak / to talk / to converse / to chat / to discuss"]]]
我晚上来	002850747-002853851	[["我", ["[wo3] I / me / my"]], ["晚上", ["[wan3 shang5] evening / night / CL:個|个[ge4] / in the evening"]], ["来", ["[lai2] to come / to arrive / to come round / ever since / next"]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["晚", ["[wan3] evening / night / late"]], ["上", ["[shang3] see 上聲|上声[shang3 sheng1]", "[shang4] on top / upon / above / upper / previous / first (of multiple parts) / to climb / to get onto / to go up / to attend (class or university)"]]]
